#;name of the book;author;;move?;check?;released?;year;page;category;read?;reading?;tbr?;reread?;shelf;location;Info;image;#;;
1791;Kenyalilar Otobus Soforlerine Neden Bagirir?;Andrew O'Cannell;Kenyalilar Otobus Soforlerine Neden Bagirir?. Andrew O'Cannell;no;;;2014;224;category?;✅;-;tbr?;reread?;B-3;homelibrary;https://www.google.com/search?q=Kenyalilar%20Otobus%20Soforlerine%20Neden%20Bagirir?%20Andrew%20O%27Cannell;https://www.google.com/search?q=Kenyalilar%20Otobus%20Soforlerine%20Neden%20Bagirir?%20Andrew%20O%27Cannell&tbm=isch;791; ;
1790;Kendiniz Olma Aliskanligini Kirmak;Joe Dispenza;Kendiniz Olma Aliskanligini Kirmak. Joe Dispenza;yes;;;2015;428;category?;read?;-;📋;reread?;G-8;homelibrary;https://www.google.com/search?q=Kendiniz%20Olma%20Aliskanligini%20Kirmak%20Joe%20Dispenza;https://www.google.com/search?q=Kendiniz%20Olma%20Aliskanligini%20Kirmak%20Joe%20Dispenza&tbm=isch;790; ;
1789;Kendini Tanimak;The School of Life;Kendini Tanimak. The School of Life;yes;;;2023;96;category?;✅;-;tbr?;📖;D-4;homelibrary;https://www.google.com/search?q=Kendini%20Tanimak%20The%20School%20of%20Life;https://www.google.com/search?q=Kendini%20Tanimak%20The%20School%20of%20Life&tbm=isch;789; ;
1788;Kendini Kusurlarinla Sev;Haemin Sunim;Kendini Kusurlarinla Sev. Haemin Sunim;yes;;;2020;272;category?;read?;-;📋;reread?;E-4;homelibrary;https://www.google.com/search?q=Kendini%20Kusurlarinla%20Sev%20Haemin%20Sunim;https://www.google.com/search?q=Kendini%20Kusurlarinla%20Sev%20Haemin%20Sunim&tbm=isch;788; ;
1787;Kendini Iyilestirmenin 2500 Yillik Tarihi - Yang Sheng;Katie Brindle;Kendini Iyilestirmenin 2500 Yillik Tarihi - Yang Sheng. Katie Brindle;no;;;2021;200;category?;read?;-;📋;reread?;E-5;homelibrary;https://www.google.com/search?q=Kendini%20Iyilestirmenin%202500%20Yillik%20Tarihi%20-%20Yang%20Sheng%20Katie%20Brindle;https://www.google.com/search?q=Kendini%20Iyilestirmenin%202500%20Yillik%20Tarihi%20-%20Yang%20Sheng%20Katie%20Brindle&tbm=isch;787; ;
1786;Kendini Iyilestirme Isi Nasil Yapilir?;Nicole Lepera;Kendini Iyilestirme Isi Nasil Yapilir?. Nicole Lepera;yes;;;2021;304;category?;read?;-;📋;reread?;B-7;homelibrary;https://www.google.com/search?q=Kendini%20Iyilestirme%20Isi%20Nasil%20Yapilir?%20Nicole%20Lepera;https://www.google.com/search?q=Kendini%20Iyilestirme%20Isi%20Nasil%20Yapilir?%20Nicole%20Lepera&tbm=isch;786; ;
1785;Kendini Icinde Ara;Chade Meng Tan;Kendini Icinde Ara. Chade Meng Tan;released;;yes;2018;288;category?;read?;-;tbr?;reread?;F-3;homelibrary;https://www.google.com/search?q=Kendini%20Icinde%20Ara%20Chade%20Meng%20Tan;https://www.google.com/search?q=Kendini%20Icinde%20Ara%20Chade%20Meng%20Tan&tbm=isch;785; ;
1784;Kendini Degistiren Beyin;Norman Doidge;Kendini Degistiren Beyin. Norman Doidge;yes;;;2019;448;category?;read?;-;📋;reread?;C-10;homelibrary;https://www.google.com/search?q=Kendini%20Degistiren%20Beyin%20Norman%20Doidge;https://www.google.com/search?q=Kendini%20Degistiren%20Beyin%20Norman%20Doidge&tbm=isch;784; ;
1783;Kendini Bilmek;Stephen M. Fleming;Kendini Bilmek. Stephen M. Fleming;yes;;;2022;304;category?;read?;-;📋;reread?;C-10;homelibrary;https://www.google.com/search?q=Kendini%20Bilmek%20Nida%20Fetullahoglu,%20Stephen%20M.%20Fleming;https://www.google.com/search?q=Kendini%20Bilmek%20Nida%20Fetullahoglu,%20Stephen%20M.%20Fleming&tbm=isch;783; ;
1782;Kendini Arayan Insan;Rollo May;Kendini Arayan Insan. Rollo May;yes;;;2019;272;category?;read?;-;📋;reread?;A-6;homelibrary;https://www.google.com/search?q=Kendini%20Arayan%20Insan%20Rollo%20May;https://www.google.com/search?q=Kendini%20Arayan%20Insan%20Rollo%20May&tbm=isch;782; ;
1781;Kendine Saygi;Francois Lelord, Christophe Andre;Kendine Saygi. Francois Lelord, Christophe Andre;yes;;;2021;307;category?;read?;-;tbr?;reread?;B-5;homelibrary;https://www.google.com/search?q=Kendine%20Saygi%20Francois%20Lelord,%20Christophe%20Andre;https://www.google.com/search?q=Kendine%20Saygi%20Francois%20Lelord,%20Christophe%20Andre&tbm=isch;781; ;
1780;Kendine Ait Bir Yuva - Yetiskinlikte Ayrilma - Bireylesme Mucadeleleri;Sarah Fels Usher;Kendine Ait Bir Yuva - Yetiskinlikte Ayrilma - Bireylesme Mucadeleleri. Sarah Fels Usher;yes;;;2022;168;category?;read?;-;📋;reread?;B-5;homelibrary;https://www.google.com/search?q=Kendine%20Ait%20Bir%20Yuva%20-%20Yetiskinlikte%20Ayrilma%20-%20Bireylesme%20Mucadeleleri%20Sarah%20Fels%20Usher;https://www.google.com/search?q=Kendine%20Ait%20Bir%20Yuva%20-%20Yetiskinlikte%20Ayrilma%20-%20Bireylesme%20Mucadeleleri%20Sarah%20Fels%20Usher&tbm=isch;780; ;
1779;Kendinden Kacarken Yakaladim Seni - Mutluluk Kilavuzu;Ebru Nurluoglu;Kendinden Kacarken Yakaladim Seni - Mutluluk Kilavuzu. Ebru Nurluoglu;released;;yes;2015;324;category?;read?;-;📋;reread?;D-3;homelibrary;https://www.google.com/search?q=Kendinden%20Kacarken%20Yakaladim%20Seni%20-%20Mutluluk%20Kilavuzu%20Ebru%20Nurluoglu;https://www.google.com/search?q=Kendinden%20Kacarken%20Yakaladim%20Seni%20-%20Mutluluk%20Kilavuzu%20Ebru%20Nurluoglu&tbm=isch;779; ;
1778;Kendimize Uygun Isi Nasil Buluruz;Roman Krznaric;Kendimize Uygun Isi Nasil Buluruz. Roman Krznaric;yes;;;2013;160;Work & Career;✅;-;tbr?;📖;D-4;homelibrary;https://www.google.com/search?q=Kendimize%20Uygun%20Isi%20Nasil%20Buluruz%20Roman%20Krznaric;https://www.google.com/search?q=Kendimize%20Uygun%20Isi%20Nasil%20Buluruz%20Roman%20Krznaric&tbm=isch;778; ;
1777;Kendi Stilini Yarat;Ruzgar Mira Okan;Kendi Stilini Yarat. Ruzgar Mira Okan;released;;yes;2015;235;category?;read?;-;tbr?;reread?;G-8;homelibrary;https://www.google.com/search?q=Kendi%20Stilini%20Yarat%20Ruzgar%20Mira%20Okan;https://www.google.com/search?q=Kendi%20Stilini%20Yarat%20Ruzgar%20Mira%20Okan&tbm=isch;777; ;
1776;Kendi Kendine Psikanaliz;Karen Horney;Kendi Kendine Psikanaliz. Karen Horney;yes;;;2020;240;category?;read?;-;📋;reread?;A-5;homelibrary;https://www.google.com/search?q=Kendi%20Kendine%20Psikanaliz%20Karen%20Horney;https://www.google.com/search?q=Kendi%20Kendine%20Psikanaliz%20Karen%20Horney&tbm=isch;776; ;
1775;Kendi Kendine MBA;Josh Kaufman;Kendi Kendine MBA. Josh Kaufman;no;;;2016;528;category?;read?;-;tbr?;reread?;D-1;homelibrary;https://www.google.com/search?q=Kendi%20Kendine%20MBA%20Josh%20Kaufman;https://www.google.com/search?q=Kendi%20Kendine%20MBA%20Josh%20Kaufman&tbm=isch;775; ;
1774;Kendi Benliginle Nasil Tanisilir? - Kendini Kesfetmek Icin Calisma Kitabi;Nicole Lepera;Kendi Benliginle Nasil Tanisilir? - Kendini Kesfetmek Icin Calisma Kitabi. Nicole Lepera;yes;;;2023;256;category?;read?;-;📋;reread?;B-7;homelibrary;https://www.google.com/search?q=Kendi%20Benliginle%20Nasil%20Tanisilir?%20-%20Kendini%20Kesfetmek%20Icin%20Calisma%20Kitabi%20Nicole%20Lepera;https://www.google.com/search?q=Kendi%20Benliginle%20Nasil%20Tanisilir?%20-%20Kendini%20Kesfetmek%20Icin%20Calisma%20Kitabi%20Nicole%20Lepera&tbm=isch;774; ;
1773;Kazara Milyarder - Facebook'un Kurulus Hikayesi;Ben Mezrich;Kazara Milyarder - Facebook'un Kurulus Hikayesi. Ben Mezrich;yes;;;2010;208;category?;✅;-;tbr?;reread?;C-1;homelibrary;https://www.google.com/search?q=Kazara%20Milyarder%20-%20Facebook%27un%20Kurulus%20Hikayesi%20Ben%20Mezrich;https://www.google.com/search?q=Kazara%20Milyarder%20-%20Facebook%27un%20Kurulus%20Hikayesi%20Ben%20Mezrich&tbm=isch;773; ;
1772;Kazanmak Icin Doganlar;Kevin Leman;Kazanmak Icin Doganlar. Kevin Leman;yes;;;2011;280;category?;read?;-;tbr?;reread?;B-3;homelibrary;https://www.google.com/search?q=Kazanmak%20Icin%20Doganlar%20Kevin%20Leman;https://www.google.com/search?q=Kazanmak%20Icin%20Doganlar%20Kevin%20Leman&tbm=isch;772; ;
1771;Kazanma Hirsi - Girisimciler Icin Hayat Dersleri;Robert Herjavec;Kazanma Hirsi - Girisimciler Icin Hayat Dersleri. Robert Herjavec;released;;yes;2016;244;category?;read?;-;tbr?;reread?;B-1;homelibrary;https://www.google.com/search?q=Kazanma%20Hirsi%20-%20Girisimciler%20Icin%20Hayat%20Dersleri%20Robert%20Herjavec;https://www.google.com/search?q=Kazanma%20Hirsi%20-%20Girisimciler%20Icin%20Hayat%20Dersleri%20Robert%20Herjavec&tbm=isch;771; ;
1770;Kazanma Hayali - Kosedeki Dukkandan Kosedeki Ofise;Joanne Gordon, Bill McDermott;Kazanma Hayali - Kosedeki Dukkandan Kosedeki Ofise. Joanne Gordon, Bill McDermott;no;;;2016;268;category?;read?;-;tbr?;reread?;B-2;homelibrary;https://www.google.com/search?q=Kazanma%20Hayali%20-%20Kosedeki%20Dukkandan%20Kosedeki%20Ofise%20Joanne%20Gordon,%20Bill%20McDermott;https://www.google.com/search?q=Kazanma%20Hayali%20-%20Kosedeki%20Dukkandan%20Kosedeki%20Ofise%20Joanne%20Gordon,%20Bill%20McDermott&tbm=isch;770; ;
1769;Kaynayan Nehir;Andres Ruzo;Kaynayan Nehir. Andres Ruzo;yes;;;2017;142;category?;read?;-;📋;reread?;C-4;homelibrary;https://www.google.com/search?q=Kaynayan%20Nehir%20Andres%20Ruzo;https://www.google.com/search?q=Kaynayan%20Nehir%20Andres%20Ruzo&tbm=isch;769; ;
1768;Kaygisiz Beyin - Beyninizi Donusturerek Kaygi, Panik ve Endiseden Kurtulmanin Yollari;Catherine M. Pittman, Elizabeth M. Karle;Kaygisiz Beyin - Beyninizi Donusturerek Kaygi, Panik ve Endiseden Kurtulmanin Yollari. Catherine M. Pittman, Elizabeth M. Karle;yes;;;2020;216;category?;read?;-;📋;reread?;E-8;homelibrary;https://www.google.com/search?q=Kaygisiz%20Beyin%20-%20Beyninizi%20Donusturerek%20Kaygi,%20Panik%20ve%20Endiseden%20Kurtulmanin%20Yollari%20Catherine%20M.%20Pittman,%20Elizabeth%20M.%20Karle;https://www.google.com/search?q=Kaygisiz%20Beyin%20-%20Beyninizi%20Donusturerek%20Kaygi,%20Panik%20ve%20Endiseden%20Kurtulmanin%20Yollari%20Catherine%20M.%20Pittman,%20Elizabeth%20M.%20Karle&tbm=isch;768; ;
1767;Kaygi ve Endise;Aaron T. Beck, David A. Clark;Kaygi ve Endise. Aaron T. Beck, David A. Clark;yes;;;2022;386;category?;read?;-;📋;reread?;A-7;homelibrary;https://www.google.com/search?q=Kaygi%20ve%20Endise%20Aaron%20T.%20Beck,%20David%20A.%20Clark;https://www.google.com/search?q=Kaygi%20ve%20Endise%20Aaron%20T.%20Beck,%20David%20A.%20Clark&tbm=isch;767; ;
1766;Kaybolan Baglar - Depresyonun Gercek Nedenleri ve Beklenmedik Cozumler;Johann Hari;Kaybolan Baglar - Depresyonun Gercek Nedenleri ve Beklenmedik Cozumler. Johann Hari;n/a;;;2019;368;Psychology & Mental Life;✅;-;tbr?;reread?;B-5;house-2;https://www.google.com/search?q=Kaybolan%20Baglar%20-%20Depresyonun%20Gercek%20Nedenleri%20ve%20Beklenmedik%20Cozumler%20Johann%20Hari;https://www.google.com/search?q=Kaybolan%20Baglar%20-%20Depresyonun%20Gercek%20Nedenleri%20ve%20Beklenmedik%20Cozumler%20Johann%20Hari&tbm=isch;766; ;
1765;Kavrayamadigimiz Zenginlik;Don Cohen, Laurence Prusak;Kavrayamadigimiz Zenginlik. Don Cohen, Laurence Prusak;no;;;2001;264;category?;read?;-;tbr?;reread?;E-1;homelibrary;https://www.google.com/search?q=Kavrayamadigimiz%20Zenginlik%20Don%20Cohen,%20Laurence%20Prusak;https://www.google.com/search?q=Kavrayamadigimiz%20Zenginlik%20Don%20Cohen,%20Laurence%20Prusak&tbm=isch;765; ;
1764;Karsi Konulmaz - Bagimlilik Yapici Teknolojinin Yukselisi ve Bizim Ona Esir Edilisimiz;Adam Alter;Karsi Konulmaz - Bagimlilik Yapici Teknolojinin Yukselisi ve Bizim Ona Esir Edilisimiz. Adam Alter;yes;;;2018;344;Technology & the Digital World;✅;-;tbr?;📖;C-7;homelibrary;https://www.google.com/search?q=Karsi%20Konulmaz%20-%20Bagimlilik%20Yapici%20Teknolojinin%20Yukselisi%20ve%20Bizim%20Ona%20Esir%20Edilisimiz%20Adam%20Alter;https://www.google.com/search?q=Karsi%20Konulmaz%20-%20Bagimlilik%20Yapici%20Teknolojinin%20Yukselisi%20ve%20Bizim%20Ona%20Esir%20Edilisimiz%20Adam%20Alter&tbm=isch;764; ;
1763;Karmasiklikta Yol Almak;Arthur Battram;Karmasiklikta Yol Almak. Arthur Battram;no;;;1999;286;category?;read?;-;tbr?;reread?;E-2;homelibrary;https://www.google.com/search?q=Karmasiklikta%20Yol%20Almak%20Arthur%20Battram;https://www.google.com/search?q=Karmasiklikta%20Yol%20Almak%20Arthur%20Battram&tbm=isch;763; ;
1762;Karmasiklik Duzen ve Kaosun Esiginde Beliren Bilim;M. Mitchell Waldrop;Karmasiklik Duzen ve Kaosun Esiginde Beliren Bilim. M. Mitchell Waldrop;no;;;1997;416;category?;read?;-;tbr?;reread?;E-1;homelibrary;https://www.google.com/search?q=Karmasiklik%20Duzen%20ve%20Kaosun%20Esiginde%20Beliren%20Bilim%20M.%20Mitchell%20Waldrop;https://www.google.com/search?q=Karmasiklik%20Duzen%20ve%20Kaosun%20Esiginde%20Beliren%20Bilim%20M.%20Mitchell%20Waldrop&tbm=isch;762; ;
1761;Karmasiklik Dunyasinda Organizasyon;Selcuk Alimdar, Niels Pflaeging;Karmasiklik Dunyasinda Organizasyon. Selcuk Alimdar, Niels Pflaeging;no;;;2015;144;category?;read?;-;tbr?;reread?;D-6;homelibrary;https://www.google.com/search?q=Karmasiklik%20Dunyasinda%20Organizasyon%20Selcuk%20Alimdar,%20Niels%20Pflaeging;https://www.google.com/search?q=Karmasiklik%20Dunyasinda%20Organizasyon%20Selcuk%20Alimdar,%20Niels%20Pflaeging&tbm=isch;761; ;
1760;Kariyer ve Varolus - Bir Benlik Eylemi;Danis Navaro;Kariyer ve Varolus - Bir Benlik Eylemi. Danis Navaro;n/a;;;2014;336;category?;read?;-;📋;reread?;A-10;house-2;https://www.google.com/search?q=Kariyer%20ve%20Varolus%20-%20Bir%20Benlik%20Eylemi%20Danis%20Navaro;https://www.google.com/search?q=Kariyer%20ve%20Varolus%20-%20Bir%20Benlik%20Eylemi%20Danis%20Navaro&tbm=isch;760; ;
1759;Karanlik Bir Dunyada Bilimin Mum Isigi;Carl Sagan;Karanlik Bir Dunyada Bilimin Mum Isigi. Carl Sagan;yes;;;2014;472;category?;read?;-;📋;reread?;C-4;homelibrary;https://www.google.com/search?q=Karanlik%20Bir%20Dunyada%20Bilimin%20Mum%20Isigi%20Carl%20Sagan;https://www.google.com/search?q=Karanlik%20Bir%20Dunyada%20Bilimin%20Mum%20Isigi%20Carl%20Sagan&tbm=isch;759; ;
1758;Karakutu Dusunme Modeli;Matthew Syed;Karakutu Dusunme Modeli. Matthew Syed;yes;;;2018;352;category?;read?;-;📋;reread?;D-7;homelibrary;https://www.google.com/search?q=Karakutu%20Dusunme%20Modeli%20Matthew%20Syed;https://www.google.com/search?q=Karakutu%20Dusunme%20Modeli%20Matthew%20Syed&tbm=isch;758; ;
1757;Karakter Asinmasi - Yeni Kapitalizmde Isin Kisilik Uzerindeki Etkileri;Richard Sennett;Karakter Asinmasi - Yeni Kapitalizmde Isin Kisilik Uzerindeki Etkileri. Richard Sennett;yes;;;2017;192;category?;read?;-;📋;reread?;F-5;homelibrary;https://www.google.com/search?q=Karakter%20Asinmasi%20-%20Yeni%20Kapitalizmde%20Isin%20Kisilik%20Uzerindeki%20Etkileri%20Richard%20Sennett;https://www.google.com/search?q=Karakter%20Asinmasi%20-%20Yeni%20Kapitalizmde%20Isin%20Kisilik%20Uzerindeki%20Etkileri%20Richard%20Sennett&tbm=isch;757; ;
1756;Kaplani Uyandirmak - Travmayi Iyilestirmek;Peter A. Levine, Ann Frederick;Kaplani Uyandirmak - Travmayi Iyilestirmek. Peter A. Levine, Ann Frederick;yes;;;2013;278;category?;read?;-;📋;reread?;A-9;homelibrary;https://www.google.com/search?q=Kaplani%20Uyandirmak%20-%20Travmayi%20Iyilestirmek%20Peter%20A.%20Levine,%20Ann%20Frederick;https://www.google.com/search?q=Kaplani%20Uyandirmak%20-%20Travmayi%20Iyilestirmek%20Peter%20A.%20Levine,%20Ann%20Frederick&tbm=isch;756; ;
1755;Kapitalizmin Yedi Kulturu;Charles Hampden, Turner ve Alfons Trompenaars;Kapitalizmin Yedi Kulturu. Charles Hampden, Turner ve Alfons Trompenaars;released;;yes;1995;360;category?;read?;-;tbr?;reread?;D-1;homelibrary;https://www.google.com/search?q=Kapitalizmin%20Yedi%20Kulturu%20Charles%20Hampden,%20Turner%20ve%20Alfons%20Trompenaars;https://www.google.com/search?q=Kapitalizmin%20Yedi%20Kulturu%20Charles%20Hampden,%20Turner%20ve%20Alfons%20Trompenaars&tbm=isch;755; ;
1754;Kapitalizmin Gelecegi;Lester C. Thurow;Kapitalizmin Gelecegi. Lester C. Thurow;released;;yes;1996;302;category?;read?;-;tbr?;reread?;H-1;homelibrary;https://www.google.com/search?q=Kapitalizmin%20Gelecegi%20Lester%20C.%20Thurow;https://www.google.com/search?q=Kapitalizmin%20Gelecegi%20Lester%20C.%20Thurow&tbm=isch;754; ;
1753;Kapitalizm Hakkinda Size Soylenmeyen 23 Sey;Ha-Joon Chang;Kapitalizm Hakkinda Size Soylenmeyen 23 Sey. Ha-Joon Chang;no;;;2015;344;Business & Economics;✅;-;tbr?;reread?;A-8;homelibrary;https://www.google.com/search?q=Kapitalizm%20Hakkinda%20Size%20Soylenmeyen%2023%20Sey%20Ha-Joon%20Chang;https://www.google.com/search?q=Kapitalizm%20Hakkinda%20Size%20Soylenmeyen%2023%20Sey%20Ha-Joon%20Chang&tbm=isch;753; ;
1752;Kapitalist Egitime Karsi Egitim Ne Icindir?;Nadim Bakhshov;Kapitalist Egitime Karsi Egitim Ne Icindir?. Nadim Bakhshov;yes;;;2021;112;category?;read?;-;📋;reread?;A-10;homelibrary;https://www.google.com/search?q=Kapitalist%20Egitime%20Karsi%20Egitim%20Ne%20Icindir?%20Nadim%20Bakhshov;https://www.google.com/search?q=Kapitalist%20Egitime%20Karsi%20Egitim%20Ne%20Icindir?%20Nadim%20Bakhshov&tbm=isch;752; ;
1751;Kaos - Daginikligin Hayatlarimizi Degistirme Gucu;Tim Harford;Kaos - Daginikligin Hayatlarimizi Degistirme Gucu. Tim Harford;yes;;;2019;336;category?;read?;-;tbr?;reread?;A-8;homelibrary;https://www.google.com/search?q=Kaos%20-%20Daginikligin%20Hayatlarimizi%20Degistirme%20Gucu%20Tim%20Harford;https://www.google.com/search?q=Kaos%20-%20Daginikligin%20Hayatlarimizi%20Degistirme%20Gucu%20Tim%20Harford&tbm=isch;751; ;
1750;Kaos - Kaosun Kutsal Kitabi;James Gleick;Kaos - Kaosun Kutsal Kitabi. James Gleick;yes;;;2016;390;category?;read?;-;📋;reread?;C-3;homelibrary;https://www.google.com/search?q=Kaos%20-%20Kaosun%20Kutsal%20Kitabi%20James%20Gleick;https://www.google.com/search?q=Kaos%20-%20Kaosun%20Kutsal%20Kitabi%20James%20Gleick&tbm=isch;750; ;
1749;Kaniti Olmayan Gercekler;John Brockman;Kaniti Olmayan Gercekler. John Brockman;yes;;;2010;288;category?;read?;-;tbr?;reread?;F-2;homelibrary;https://www.google.com/search?q=Kaniti%20Olmayan%20Gercekler%20John%20Brockman;https://www.google.com/search?q=Kaniti%20Olmayan%20Gercekler%20John%20Brockman&tbm=isch;749; ;
1748;Kandirma Dansi;Harriet Lerner;Kandirma Dansi. Harriet Lerner;yes;;;2019;213;category?;read?;-;📋;reread?;A-4;homelibrary;https://www.google.com/search?q=Kandirma%20Dansi%20Harriet%20Lerner;https://www.google.com/search?q=Kandirma%20Dansi%20Harriet%20Lerner&tbm=isch;748; ;
1747;Kancaya Takilinca - Aliskanlik Yaratan Urunler Nasil Gelistirilir?;Nir Eyal;Kancaya Takilinca - Aliskanlik Yaratan Urunler Nasil Gelistirilir?. Nir Eyal;yes;;;2022;264;category?;read?;-;📋;reread?;C-7;homelibrary;https://www.google.com/search?q=Kancaya%20Takilinca%20-%20Aliskanlik%20Yaratan%20Urunler%20Nasil%20Gelistirilir?%20Nir%20Eyal;https://www.google.com/search?q=Kancaya%20Takilinca%20-%20Aliskanlik%20Yaratan%20Urunler%20Nasil%20Gelistirilir?%20Nir%20Eyal&tbm=isch;747; ;
1746;Kan, Ter ve Pikseller - Video Oyun Yapimciliginin Arkasindaki Calkantili ve Zafer Dolu Hikayeler;Jason Schreier;Kan, Ter ve Pikseller - Video Oyun Yapimciliginin Arkasindaki Calkantili ve Zafer Dolu Hikayeler. Jason Schreier;yes;;;2021;280;category?;read?;-;📋;reread?;E-9;homelibrary;https://www.google.com/search?q=Kan,%20Ter%20ve%20Pikseller%20-%20Video%20Oyun%20Yapimciliginin%20Arkasindaki%20Calkantili%20ve%20Zafer%20Dolu%20Hikayeler%20Jason%20Schreier;https://www.google.com/search?q=Kan,%20Ter%20ve%20Pikseller%20-%20Video%20Oyun%20Yapimciliginin%20Arkasindaki%20Calkantili%20ve%20Zafer%20Dolu%20Hikayeler%20Jason%20Schreier&tbm=isch;746; ;
1745;Kalici Olmak;James C. Collins, Jerry I. Porras;Kalici Olmak. James C. Collins, Jerry I. Porras;released;;yes;2001;438;category?;read?;-;tbr?;reread?;D-2;homelibrary;https://www.google.com/search?q=Kalici%20Olmak%20James%20C.%20Collins,%20Jerry%20I.%20Porras;https://www.google.com/search?q=Kalici%20Olmak%20James%20C.%20Collins,%20Jerry%20I.%20Porras&tbm=isch;745; ;
1744;Kahve Tutkusu;Anette Moldvaer;Kahve Tutkusu. Anette Moldvaer;no;;;2016;224;category?;read?;-;tbr?;reread?;G-6;homelibrary;https://www.google.com/search?q=Kahve%20Tutkusu%20Anette%20Moldvaer;https://www.google.com/search?q=Kahve%20Tutkusu%20Anette%20Moldvaer&tbm=isch;744; ;
1743;Kahve - Fincandan Lezzete;Cenk R. Girginol;Kahve - Fincandan Lezzete. Cenk R. Girginol;no;;;2018;208;category?;read?;-;tbr?;reread?;G-6;homelibrary;https://www.google.com/search?q=Kahve%20-%20Fincandan%20Lezzete%20Cenk%20R.%20Girginol;https://www.google.com/search?q=Kahve%20-%20Fincandan%20Lezzete%20Cenk%20R.%20Girginol&tbm=isch;743; ;
1742;Kahve - Topraktan Fincana;Cenk R. Girginol;Kahve - Topraktan Fincana. Cenk R. Girginol;no;;;2017;192;category?;read?;-;tbr?;reread?;G-6;homelibrary;https://www.google.com/search?q=Kahve%20-%20Topraktan%20Fincana%20Cenk%20R.%20Girginol;https://www.google.com/search?q=Kahve%20-%20Topraktan%20Fincana%20Cenk%20R.%20Girginol&tbm=isch;742; ;
1741;Kafesler Bosalsin - Hayvan Haklariyla Yuzlesmek;Tom Regan;Kafesler Bosalsin - Hayvan Haklariyla Yuzlesmek. Tom Regan;yes;;;2007;316;category?;read?;-;📋;reread?;G-4;homelibrary;https://www.google.com/search?q=Kafesler%20Bosalsin%20-%20Hayvan%20Haklariyla%20Yuzlesmek%20Tom%20Regan;https://www.google.com/search?q=Kafesler%20Bosalsin%20-%20Hayvan%20Haklariyla%20Yuzlesmek%20Tom%20Regan&tbm=isch;741; ;
1740;Kafes - Bir Ekonomik Tetikcinin Itiraflari 4;John Perkins;Kafes - Bir Ekonomik Tetikcinin Itiraflari 4. John Perkins;no;;;2018;254;category?;read?;-;📋;reread?;A-8;homelibrary;https://www.google.com/search?q=Kafes%20-%20Bir%20Ekonomik%20Tetikcinin%20Itiraflari%204%20John%20Perkins;https://www.google.com/search?q=Kafes%20-%20Bir%20Ekonomik%20Tetikcinin%20Itiraflari%204%20John%20Perkins&tbm=isch;740; ;
1739;Kafasi Bozuklarin El Kitabi;Lotta Sonninen;Kafasi Bozuklarin El Kitabi. Lotta Sonninen;yes;;;2019;112;category?;read?;-;tbr?;reread?;E-4;homelibrary;https://www.google.com/search?q=Kafasi%20Bozuklarin%20El%20Kitabi%20Lotta%20Sonninen;https://www.google.com/search?q=Kafasi%20Bozuklarin%20El%20Kitabi%20Lotta%20Sonninen&tbm=isch;739; ;
1738;Kafani Degistir;Rod Judkins;Kafani Degistir. Rod Judkins;no;;;2018;144;category?;read?;-;tbr?;reread?;F-1;homelibrary;https://www.google.com/search?q=Kafani%20Degistir%20Rod%20Judkins;https://www.google.com/search?q=Kafani%20Degistir%20Rod%20Judkins&tbm=isch;738; ;
1737;Kadinligin Gizemi;Betty Friedan;Kadinligin Gizemi. Betty Friedan;yes;;;2022;504;category?;read?;-;📋;reread?;B-8;homelibrary;https://www.google.com/search?q=Kadinligin%20Gizemi%20Betty%20Friedan;https://www.google.com/search?q=Kadinligin%20Gizemi%20Betty%20Friedan&tbm=isch;737; ;
1736;Kadinlara Pazarlama - Kadin Tuketicilerin Kalbine Ulasmanin Yollari;Mary Lou Quinlan;Kadinlara Pazarlama - Kadin Tuketicilerin Kalbine Ulasmanin Yollari. Mary Lou Quinlan;released;;yes;2009;280;category?;read?;-;tbr?;reread?;A-2;homelibrary;https://www.google.com/search?q=Kadinlara%20Pazarlama%20-%20Kadin%20Tuketicilerin%20Kalbine%20Ulasmanin%20Yollari%20Mary%20Lou%20Quinlan;https://www.google.com/search?q=Kadinlara%20Pazarlama%20-%20Kadin%20Tuketicilerin%20Kalbine%20Ulasmanin%20Yollari%20Mary%20Lou%20Quinlan&tbm=isch;736; ;
1735;Diplomasi;Henry Kissinger;Diplomasi. Henry Kissinger;no;;;2022;840;category?;read?;-;📋;reread?;H-5;homelibrary;https://www.google.com/search?q=Diplomasi%20Henry%20Kissinger;https://www.google.com/search?q=Diplomasi%20Henry%20Kissinger&tbm=isch;735; ;
1734;Kadinlar Neden Satin Alir?;Paco Underhill;Kadinlar Neden Satin Alir?. Paco Underhill;released;;yes;2012;223;category?;read?;-;tbr?;reread?;A-2;homelibrary;https://www.google.com/search?q=Kadinlar%20Neden%20Satin%20Alir?%20Paco%20Underhill;https://www.google.com/search?q=Kadinlar%20Neden%20Satin%20Alir?%20Paco%20Underhill&tbm=isch;734; ;
1733;Kadinin Ruhsal Yapisi;Karen Horney;Kadinin Ruhsal Yapisi. Karen Horney;yes;;;1998;264;category?;read?;-;📋;reread?;B-8;homelibrary;https://www.google.com/search?q=Kadinin%20Ruhsal%20Yapisi%20Karen%20Horney;https://www.google.com/search?q=Kadinin%20Ruhsal%20Yapisi%20Karen%20Horney&tbm=isch;733; ;
